tweet,COMPANY
"The music industry is rich with hidden connections  which is why we partnered with the @RecordingAcad to launch #GRAMMYconnect, a tool that uses @IBMWatson AI to identify how your favorite #GRAMMYs artists are related to other stars. ",IBM
IBM is plowing $2 billion into a new artificial intelligence research hub in New York,IBM
"We are days away from #Think2019, where the curious will convene to leverage the most innovative technology and solve the world's biggest problems.

 this tweet to receive highlights, live stream sessions and more during next weeks event.pic.twitter.com/cN6IxYmCS",IBM
.@IBM CEO Ginni Rometty: Building a #TomorrowReady workforce demands modernizing the Higher Education Act so students and mid-career professionals can get federal help to build the skills and competencies that lead to great jobs. #HEA #WorkforceWednesday ,IBM
IBM and McCormick are using artificial intelligence to create new spice blends,IBM
"This #BlackHistoryMonth, were celebrating IBMers who helped pioneer some of the most innovative technology for IBM.
 
First is Mark Dean. Mark was the first black IBM Fellow and Chief Engineer of the team that designed the original #IBMPC.pic.twitter.com/ILG7EsE9y",IBM
"Im gearing up to speak at #Think2019 with @rodneymullen, coming up in less than two weeks! Tune in here to get an idea of what I'll be discussing, then register to hear us both live: ",IBM
IBM has completed a trial of blockchain technology to track a shipment of mandarin oranges from China to Singapore.,IBM
"#GRAMMYconnect is a new tool that utilizes @IBMWatson AI to analyze millions of articles, revealing connections across the music industry. Search your favorite GRAMMY nominees and find their hidden connections!  ",IBM
Learn how @AvosfromMexico is using Watson Personality Insights to best match people with the perfect dog adoption : ,IBM
#XForceCTOC is the industry's first fully operational mobile cyber range and watch floor. Here's a first-hand account of what goes on inside: ,IBM
"Researchers at @UChicagoIME recently used @IBM's #Quantum Experience (or ""Q"") to help verify the elusive and complex rules of quantum mechanics: ",IBM
"As companies continue to integrate public and private cloud capabilities, open source technologies will play an enormous role. Here's why that's important:",IBM
"We
really
really
really
  really
    really
       really
       really
     really
  really
really
really
really
really
really
really
  really
    really
    really
 really
need you to know we dont make PCs anymore. Yes, really. Its been a while",IBM
IBM builds a more diverse million-face dataset to help reduce bias in AI ,IBM
A peek into the inner workings of the #IBMCloud. More here: ,IBM
"We believe a fairer world is a better world. Today were releasing Diversity in Faces (DiF), a first-of-its-kind dataset to accelerate the study of fairness in facial recognition tech. Learn more: ",IBM
Watch CEO Ginni Rometty discuss one of the biggest issues facing governments and society - the privacy of consumer data: ,IBM
"Employers should hire people for job skills, not just degrees, IBM CEO Ginni Rometty says ",IBM
"Aetna, Anthem, Health Care Service Corporation, PNC Bank and IBM are collaborating to improve healthcare data sharing with blockchain.",IBM
"As #AI, #automation, #IoT, #blockchain and #5G become pervasive, their combined impact will reshape the way business gets done. Its time to turn your company into a #CognitiveEnterprise. Learn how: ",IBM
Last week we announced multiyear cloud agreements with @VodafoneBiz and @JuniperNetworks. Learn why these clients are tapping our industry-leading multicloud capabilities: ,IBM
"Here are 3 reasons registration for #think2019 will be your best decision of the year:

1) Meet thousands of people worldwide across multiple industries, who share a common interest in #AI and technology: ",IBM
"""There is a large part of society that does not feel that this is going to be good for their future,"" IBM's CEO said.",IBM
IBM Q4 and full-year 2018 earnings are now available here: ,IBM
IBM CEO Rometty: This is what could topple the whole digital economy,IBM
".@IBM's Ginni Rometty: Trust is essential. Companies must be clear on their principles when it comes to data & technology, and be accountable for living up to them. Government regulation needs to take a precision medicine approach and focus on protecting consumer privacy. #wef19pic.twitter.com/z6seF8nK5",IBM
Our #AI OpenScale trust and transparency capabilities give businesses the confidence that the decisions their AI is making are fair and understood: ,IBM
"As part of our global commitment to 21st century skills training, IBM and @CTATech recently launched the CTA Apprenticeship Coalition to help close the skills gap in fast-growing tech fields. Learn more: ",IBM
"Live from #wef19: Watch CEO Ginni Rometty discuss the power of data, trust and responsibility in tech, and training the workforce for an #AI era: ",IBM
"Follow along today here as @IBM's Ginni Rometty talks trust at #wef19. In the meantime, here's a refresher on #IBM's Principles of Trust and Transparency:pic.twitter.com/huQMdAlm3",IBM
New technologies like #quantum computing will outpace current encryption protocols. Here are some actions companies can take today to plan for the future of data security:,IBM
"I'm very pleased to announce our new venture with @IBM. Multiple clouds, #AI, #5G, #EdgeComputing and #SDN will power the next wave of digital transformation. 

We'll work together to help simplify complexity and drive success for our customers.",IBM
"ICYMI: Watch CEO Ginni Rometty discuss ""what's next"" for data, computing and society at #CES2019 (keynote starts at 26:45): ",IBM
#Think2019 is less than one month away. Learn more about how you can sharpen your skills and extend your network into one of the world's most celebrated communities of technologists and thought leaders: ,IBM
"We spoke to the designers behind @IBM Q's first 'commercial' quantum computer about the challenges of the project, the thinking behind the unique design and what the future holds for #quantum: ",IBM
"This is #IBMQ System One, the world's first fully integrated universal quantum system. Learn more: ",IBM
"We congratulate IBM Fellow Dr. Chieko Asakawa for her induction to the National Inventors Hall of Fame, recognizing Chieko's longstanding leadership in accessibility research and technology development. ",IBM
"#ProjectDebater is pushing the frontiers of AI to enable intelligent debate with humans. Visit Project Debater-Speech by Crowd by Monday, 1/14 at 2PM EST to share your argument: ",IBM
#ProjectDebater-Speech by Crowd is an experimental AI platform that uses your arguments to create pro and con narratives on topics of debate. Contribute your argument to todays topic: ,IBM
IBM is turning to your smartphone to improve weather forecasts,IBM
"One in 100 people over the age of 60 are affected by Parkinsons disease. With the help of data and #AI, were hoping to pave the way for more effective treatments in partnership with the @MichaelJFoxOrg: ",IBM
In case you missed it: IBM just unveiled a quantum computer that looks like a gleaming monolith from a sci-fi blockbuster. by @martingiles #CES2019,IBM
"Were proud to lead the field in U.S. patents for the 26th consecutive year. Our record 9,100 patents in 2018 include over 3,000 in AI, cloud and quantum computing. Learn more: ",IBM
How businesses can help fix America's talent problem | By Ginni Rometty for CNN Business Perspectives ,IBM
Live from #CES2019: Watch CEO Ginni Rometty discuss how IBM is changing the world and the way work gets done: ,IBM
"Introducing #IBMQ System One, the world's first fully integrated universal quantum system. #CES2019
Learn more: ",IBM
#ProjectDebater-Speech by Crowd is an experimental #AI platform that uses your arguments to create pro and con narratives on topics of debate. Learn more: ,IBM
"Debate 4: Can AI expand a human mind? 
Up for the debate? Learn more: ",IBM
"IBM CEO Ginni Rometty Delivers Opening Keynote at @CES 2019 on What's Next in Artificial Intelligence, Blockchain and Quantum Computing",IBM
"#WatsonHealth and @MDT_Diabetes launch IQCast, a new feature of Medtronics ",IBM
"Debate 3: Do debates even matter? 
Up for the debate? Learn more: ",IBM
"Debate 2: Can a computer think like a human?
Up for the debate? Learn more: ",IBM
Thank you for following along with us this year. We wish you a safe and happy holiday season. pic.twitter.com/t31XTZOhE,IBM
We hope you've enjoyed our 2018 highlights recap this week. Here are some more of our top moments from the year:,IBM
IBMs tiny fingernail sensor monitors diseases & movement disorders.  ,IBM
"We signed a deal to acquire @RedHat, the industrys leading provider of open source technology, to become the world's #1 hybrid cloud provider: ",IBM
"We continued to bring the power of quantum computing to the people via the #IBMCloud, reaching more than 100,000 users who have run over 6.5 million experiments on the #IBMQ Experience: ",IBM
"We revealed #ProjectDebater, a world-first system that is pushing the frontiers of AI to enable intelligent debate with humans: ",IBM
"We announced our new trust and transparency capabilities for AI, giving businesses the confidence that the decisions their AI is making are fair and understood: ",IBM
This week we're taking a look back at some of our top moments from the year. Thank you for following along with us in 2018.pic.twitter.com/bIhQ8zXfH,IBM
AI Year in Review: Highlights of Papers and Predictions from IBM Research #AI ,IBM
This is the #IBMCloud. #AI-ready. Secure-to-the-core. Learn more: ,IBM
"IBM, Nvidia pair up on AI-optimized converged storage system ",IBM
" Calling all #AI developers, data scientists, researchers and enthusiasts. We invite you to explore our new AI Experiments hub. Curious? Learn more: ",IBM
"These are the top 5 companies doing right by America:
",IBM
Advance your career! Gain access to a years worth of professional education and training in just one week - an $8k value at no additional cost. Register for #Think2019 here: ,IBM
"To unleash the power of #AI, we have created innovative tools for you to try. See for yourself, take our tech for a spin: ",IBM
"Every day, developers are solving some of the world's most complex problems. It's time to reveal who's #BehindTheCode to give these unsung heroes the recognition they deserve: ",IBM
Yesterday our CEO Ginni Rometty was named Chair of @BizRoundtable's Education & Workforce Committee. Watch her talk about her new #TomorrowReady skills agenda on @CNBC: ,IBM
"#FBF: In the 1950s, IBM 705 was one of the most powerful data processing systems available. Today, #IBMSummit is the most powerful supercomputer on the planet: ",IBM
"We congratulate our CEO Ginni Rometty, recipient of the @AdCouncil's 2018 Public Service Award for her leadership supporting needs of communities and future generations: ",IBM
"Were honoring Ginni Rometty, CEO of @IBM, with this years Public Service Award. Ginni is a true trailblazer dedicated to growing a fantastic business and taking the world into a more diverse, more tolerant and more just future. #AdCouncilDinnerpic.twitter.com/EpYvCHCYY",IBM
Congratulations to @astro_cimon and the #ProjectDebater team for being recognized by @PopSci in the Top 100 Inventions of 2018! Learn about these Watson-powered innovations: ,IBM
"By 2021, as many as 120 million employees will need to be re-skilled as a result of #AI. IBM CHRO Diane Gherson explains what this means for companies and their employees: ",IBM
IBM's 8-bit AI training technique is up to 4 times faster while retaining accuracy ,IBM
"Today we demonstrated the most powerful, energy-efficient analog chip prototype ever, paving the way for a new era of computing hardware designed to unleash the full potential of #AI: ",IBM
"In 1952, Helen Keller presented Thomas J. Watson with the Migel Medal, honoring IBMs leadership in hiring people with disabilities. Today, IBMers like Chieko Asakawa continue to embody our culture of inclusion. This is Chieko's story: ",IBM
"The X-Force Command Cyber Tactical Operations Center provides the industrys first mobile cyber training range and watch floor, with 23 tons of cyber capabilities on wheels: ",IBM
Skills and culture - not tech - are the biggest barriers to business growth in the era of #AI. Today we're launching IBM Talent & Transformation to make skills and culture your competitive advantage. Learn more: ,IBM
"How quantum computing will revolutionize our future, and advance solutions in fields like energy, finance, healthcare and aerospace: ",IBM
Goldcorp and IBM find way to improve predictability for gold mineralization ,IBM
Congratulations to our CMO @michelleapeluso for making the list. (gated content),IBM
"Embedded with 8 billion transistors, and built from the ground up for AI workloads, the IBM #POWER9 processor also fuels the world's most powerful supercomputer, #IBMSummit: ",IBM
A script written entirely by #AI was handed to an Oscar-winning director. Here's what happened next: ,IBM
"The #IBMQ Experience has reached 100,000 users, who have run more than 6.5 million experiments. This makes it the most widely used cloud-based quantum system in the world. Learn why it matters: ",IBM
"Summit and Sierra, both built by IBM, are the two most powerful supercomputers on the planet: ",IBM
Today is #InternationalStudentsDay. Learn about the innovative high school program that is preparing students for positions in some of the world's fastest growing industries: ,IBM
"For the first time, astronauts and CIMON, the #AI astronaut assistant powered by Watson, worked together on board the @Space_Station. We are proud to be part of this revolutionary project in partnership with @DLR_en @AirbusSpace @hslu @LMU_Uniklinikum. ",IBM
"Congratulations to our Chairman, President and CEO Ginni Rometty, announced as the 2019 Edison Achievement Award Honoree for her accomplishments in leadership, innovation and inclusion: ",IBM
Excited to announce that IBM supercomputers Summit and Sierra  have secured the #1 & #2 spots for the world's fastest supercomputers.  ,IBM
"Congratulations to @IBM for being named a 2018 Best Company for Dads. #WMBestforDads
",IBM
"IBM CEO Ginni Rometty hopes ""new collar"" skills will bridge the #AI digital divide ",IBM
An insider's view of the cable management at an #IBMCloud data center. Take 60 seconds to geek out at some more of our IBM Cloud technology : ,IBM
The US now has the two fastest supercomputers in the world ,IBM
"Unlocking DNA provides people insights into who they are, now @Ancestry is unlocking its own insights with #IBMCloud: ",IBM
"Summit is the most powerful #supercomputer in the world. 

Two high school seniors break down how the machine works with a demo they call Simple Summit. 

@ENERGY @OLCFGOV @IBM @nvidia #HPC #Summit2018pic.twitter.com/9vPtDIftJ",IBM
"Did you know that only 26% of technology professionals are female? This #NationalSTEMDay, we celebrate all women pursuing STEM. Meet ShuDon Brown: ",IBM
Ginni Rometty describes working her way up from poverty with coding chops and business instincts that took her all the way up the ranks to CEO of @IBM.  ,IBM
"23 tons. 20,000 feet of wiring. Learn about the industry's first cybersecurity operations center on wheels: ",IBM
"Live at #VMworld, we announced new advancements from our partnership with @VMware to enable cloud adoption no matter where you are in your journey. Get the scoop:",IBM
"CEO Ginni Rometty shares important insights on #AI, cloud and #blockchain as companies navigate their way through unprecedented digital disruption:",IBM
"ICYMI, IBM announced a landmark acquisition of @RedHat to become the world's #1 hybrid #cloud provider. Details on @TechCrunch: ",IBM
Why open technologies and interoperability are essential to the evolving needs of modern businesses: ,IBM
Learn how IBMer @charity_wayua and her team applied data centric modeling and design thinking to help the Kenyan government transform ease of doing business and increase foreign investment: ,IBM
"Promoting diversity, inclusion & equality is the core of @IBMs values. No one should face discrimination for being who they are. Thats why we will keep pushing Congress to pass the #EqualityAct and give transgender individuals equal rights under the law.",IBM
Happy #Halloween from your friends at .pic.twitter.com/8pECsYEP4,IBM
"Congratulations to Project OWL, winner of the 2018 #CallforCode Global Challenge. Learn more about how this #IoT solution connects first responders and victims in a natural disaster: ",IBM
"Red Hat gains stronger foothold in open source and more industry expertise with IBM deal, says CEO Jim Whitehurst ",IBM
AI ready. Secure-to-the-core. Built for all your applications. This is the #IBMCloud. ,IBM
"IBM to acquire @RedHat, the worlds leading provider of open source technology, becoming the #1 hybrid cloud provider: ",IBM
[NEWS] @IBM to acquire Red Hat and become the world's leading #hybridcloud provider. ,IBM
"IBM To Acquire Red Hat, Completely Changing The Cloud Landscape And Becoming World's #1 Hybrid Cloud Provider
",IBM
"IBM believes no one should be discriminated against for being who they are. Thats why we strongly support passage of the #EqualityAct, which would ensure transgender individuals receive fair and equal treatment under the law: ",IBM
"Thomas J. Watson Jr.'s words, ""Good design is good business"", go far beyond aesthetics or corporate image. So, what does ""good design"" really mean? ",IBM
"#TBT: Pluggable Vacuum Tube Modules were an integral part of the IBM 705, the most powerful data processing system of the mid-1950s. Today, #IBMz is the world's most powerful transaction system capable of running more than 12 billion encrypted transactions per day.pic.twitter.com/eg1FbKvoT",IBM
"IBM scientists, together with @SymriseAG, created a system based on IBM Research #AI for Product Composition that can help skilled perfumers design new fragrances.pic.twitter.com/OeMuaAoCX",IBM
"Meet the IBM X-Force Command Cyber Tactical Operations Center, the industry's first Security Operations Center on wheels. Find out more: ",IBM
"#DYK, we've just announced world-first capabilities that address the key enterprise challenges of #AI adoption and multi-cloud management. Learn more: ",IBM
"We congratulate our CHRO, Diane Gherson, named @HRExecMag's HR Executive of the Year. Learn how Diane is helping to drive innovation and transformation at IBM: ",IBM
"#AI will change 100% of jobs, industries and professions.

CEO Ginni Rometty shares her perspectives on managing unprecedented digital disruption in the enterprise: ",IBM
 #ICYMI: We've just introduced more first-of-a-kind capabilities to the #IBMCloud.,IBM
"""#AIs self-portrait was published in @nytimes today and, looking at the image, I am amazed not only with the result, but also the journey we took to get there."" ~ @JohnRSmithMM ",IBM
IBM finally proves that quantum systems are faster than classicals,IBM
"When he first joined the #IBMCloud team, he arrived with the clothes on his back and his motorcycle. Now, he runs the Thunderdome Lab in Austin, Texas. Meet Mombo: ",IBM
IBM CEO Ginni Rometty Sharpens Focus on Emerging Tech for Business,IBM
"We believe that in order to unleash the full potential of #AI and data, open solutions are what business needs.

""Open"" is our strategy. This is #IBMCloud. ",IBM
"We have reached 100,000 users - who have run 6.5+ million experiments - on the #IBMQ Experience. Here is why it matters:pic.twitter.com/GTIJMCKcD",IBM
"Lights. Camera. Stacks 

You asked, we delivered. Never before seen footage inside an #IBMCloud data center. 

",IBM
"Operate and automate your #AI at scale with explainable, bias-free outcomes. Introducing AI OpenScale on #IBMCloud: ",IBM
Meet IBM MultiCloud Manager: The world's first multicloud management technology ,IBM
"INTRODUCING: The @IBM X-Force Command Cyber Tactical Operations Center. Bringing our elite team of #cybersecurity experts, and a lot of technology, to a city near you: ",IBM
This is the #IBMCloud.pic.twitter.com/JSXomvES1,IBM
Secure-to-the-corepic.twitter.com/NtXRT6la5,IBM
#AI readypic.twitter.com/TCjSMYbhc,IBM
"One year ago, we joined forces with @MIT to establish the MIT-IBM Watson AI Lab. With nearly 50 joint projects underway, take a look at some of the exciting #AI research being undertaken:",IBM
"We thank EVERYONE who supported the #CallforCode, especially the more than 100,000 developers from 156 nations who built solutions to aid disaster preparedness and relief. Stay tuned here for prize announcements: ",IBM
Diversity and inclusion have been a cornerstone of our business strategy for more than a century. #NationalComingOutDay #inclusiveIB,IBM
"""You can't be what you can't see."" If we want girls to succeed in STEM, we have to show them its possible. Watch CEO Ginni Rometty's story: ",IBM
"""If we accept that AI is going to be a relevant part of our future, it is important to establish the foundations of trust in #AI systems."" Read this blog by @jrdothoughts describing @IBM's principles for building trust and transparency in AI:",IBM
"With participants including @CarrefourGroup, @Nestle, @kroger, @TysonFoods, @Walmart and @Unilever, our #blockchain-based food traceability solution is now live for use by all players across the food ecosystem. #IBMFoodTrust",IBM
"The #AgroPad is an AI-powered prototype from @IBMResearch that makes it simple and affordable for small farmers to test the health of their soil and water in real-time.

Here's how it works: ",IBM
"In 1969, IBMers built computers and wrote code for the #Apollo11 moon landing . Today, #CIMON: the Crew Interactive Mobile Companion, is the #AI-powered assistant working with astronauts on board the @Space_Station. #WorldSpaceWeek pic.twitter.com/denhw0r9s",IBM
"This. Is. Big.
Smart move, @IBM",IBM
"In just the last few years, there has been a new explosion of AI development, and it is against this backdrop that the MIT-@IBMWatson AI Lab was established. #AIHN",IBM
"Then: Lisa Amini age 2, dreaming of becoming an astronaut.                         Now: She is a Distinguished Engineer & Lab Director of IBM Research Cambridge, exploring and creating next-gen AI/ML capabilities, and chairing the first AI Research Week. #MITIBM #SheCanSTEM #WIMLpic.twitter.com/F1GQW2RRT",IBM
"At IBM, we have a long-standing commitment to diversity and inclusion, recognizing the unique value and skills every individual brings to the workplace: ",IBM
"""Always do the hardest things first. Ginni Rometty shares the essential tips that help her succeed in @FortuneMagazine's Most Powerful Women list: ",IBM
".@JAL_Official_jp is making travel a little easier with Makana-chan, a new #AI-powered chatbot. Learn more: ",IBM
Happy birthday @NASA. We are proud to be your partner in space exploration for more than 55 years. #NASA60th.pic.twitter.com/XE5jNiSlc,IBM
A little  to help us with our thinking. Happy #InternationalCoffeeDaypic.twitter.com/AK9B28mkn,IBM
"Whats #HerStory? Tell us who inspires you for #WomensHistoryMonth. Tag a friend to share their story, and be sure to include @Oracle, @GirlGeekX, and #HerStoryContest to enter for a chance to win Oracle t-shirts or #AirPods. More details: ",Oracle
"At @BNPPARIBASOPEN last week, CEO @MarkVHurd presented the annual Oracle U.S. Tennis Awards to two rising tennis players. We are dedicated to creating new opportunities for future generations of #tennis players and #studentathletes. Read more:",Oracle
"You can now look for a new green flag  within our #online #course catalog of Classroom and Live Virtual Classes that identifies a course as Guaranteed to Run, regardless of how many students have registered. Find out more  ",Oracle
"""The customer-centric approach has enormous implications throughout the entire #sales & #marketing effort."" @LinkedIn Influencer @MarketingProfs shares her thoughts on #martech & #CX. Catch Ann Handley at #ModernCX in Las Vegas, Mar 19-21. Read more:",Oracle
"Hot news! Watch two Oracle webcasts featuring Gartner analysts and Oracle
executives as they talk 2019 data management trends in self-driving automation. #thinkautonomous
Register now. ",Oracle
"Austin Technopreneurs on diversity: How do we remove barriers? With diversity and inclusion, it *does* require an extra effort, [but] if organizations and corporations work together, thats when we *really* see whats possible. - Preston James
CEO, Divinc. @PrestonLJ2 #SXSW19pic.twitter.com/GxuAlwkfE",Oracle
Is #blockchain the next killer app in #consumer and #retail? Our experts weigh in:,Oracle
ICYMI: Futurist Amy Webb released her annual #tech #trends report this weekend at #SXSW. Have a look at what she thinks will be The Next Big Things.,Oracle
"Whats the state of #media and #tech? Business models are evolving. @voxdotcom generates most of its revenue from #advertising, but its growing a new revenue stream through selling and licensing content and its technology platform. via @LoriCHawkins",Oracle
"When it comes to #tech and #innovation, we agree with @vestager. We have a responsibility to protect #data and compete for the sake of the #health and #wellness of our citizens and the planet. #SXSW2019",Oracle
Discussing @Oracles commitment to collegiate & pro #tennis to help young athletes thrive with @TennisChannels @Jon_Wertheim & @BrettHaber at #BNPPO19.pic.twitter.com/X9kXSA9Qm,Oracle
Art. Made entirely by #AI.,Oracle
"Day 2 of #SXSW was a whirlwind with exciting conversations about #AI, #politics, and #socialmedia. Here are some highlights from yesterday.",Oracle
Fantastic day of tennis at #BNPPO19 Saturday: @OracleTennis awards to @JLoeb308 & @AragoneJC with @ChrissieEvert in the morning and catching 2017 winner Danielle Collins after her straight sets victory with @LarryEllison in the evening.pic.twitter.com/BlIbrp2eA,Oracle
Setting up another #American Tennis duo for success: Meet this years Oracle US Tennis Award recipients @jloeb308 and @AragoneJC. Good luck! @MarkVHurd @OracleTennis,Oracle
"On this #InternationalWomensDay, dont miss our event in conjunction with @VentureCafe, #SheConnects! Hear from female founders in #IT from #startups like Grit, @aavia_io, @getkeel, @AsteDateSafer, and RLI Consulting. Save the date & register here:",Oracle
"""Oracle may be the firm to watch and even the firm to beat."" @ddisparte calls Oracle a #blockchain swan on the world's #data lake. Read more via @forbes here:",Oracle
